id,category,update,media,date,title,title_en,English Headline,url,translation_en,is_deleted,alternative,archive
326,non_fiction,2020-02-06,剥洋葱people,2020-01-25,小汤山医院设计师：没想到图纸再用，希望武汉新医院效果更好,,Architect of Xiaotangshan Hospital: Didn’t Expect the Drawings to Be Reused; Hope Wuhan Hospital Will Be More Effective ,https://mp.weixin.qq.com/s/1n-xp71p0D8odkuZhIvfTg,,,,https://archive.ph/SKFP4
324,non_fiction,2020-02-06,剥洋葱people,2020-01-23,武汉“封城”首日,,The First Day of Wuhan Lockdown ,https://mp.weixin.qq.com/s/wsF9JFH2CayADLXqJIS1wg,,,,https://archive.ph/eEy4D
323,non_fiction,2020-02-06,剥洋葱people,2020-01-21,聚焦武汉肺炎疫情：“大众畜牧野味”确实存在，市场休市后才闭店,,Wuhan Coronavirus Epidemic in Focus: Shop Selling Game Meat Did Exist; Only Shut Down After Market Closure ,https://mp.weixin.qq.com/s/6CPkhUWzM6f2NxP8rMWNUQ,,,,https://archive.ph/F71nd
322,non_fiction,2020-02-06,剥洋葱people,2020-01-20,直击肺炎疫情下的武汉、北京、香港,,"Direct From Wuhan, Beijing, Hong Kong Under Coronavirus Epidemic",https://mp.weixin.qq.com/s/g0yMaWd6JbkSp2t79wjh7A,,,,https://archive.ph/BLmAC
300,non_fiction,2020-02-06,财经杂志/财经十一人,2020-02-01,小区封门堵截返城者，这样的防疫措施真的好吗,,Neighborhood Shut Its Doors and Intercepted Returnees: Is This a Good Prevention Measure Against the Epidemic?,https://mp.weixin.qq.com/s/orP7RFJfZlOlHQcxN994iQ,,,,https://archive.vn/WPgUc
295,non_fiction,2020-02-06,财经杂志/财经十一人,2020-01-31,餐饮业疫情寒冬：餐厅营收普降八成，外卖小哥一天只接七单,,Outbreak’s Chilling Effect on the Restaurant Industry: Restaurant Revenue Fell 80%; Delivery Guy Only Received Seven Orders in a Day,https://mp.weixin.qq.com/s/DVE6WpaKRDE2oMfjrGEPPw,,,,https://archive.vn/E5Gay
292,non_fiction,2020-02-06,财经杂志/财经十一人,2020-01-30,谁有权公布疫情信息？,,Who Has the Power to Publish Information on the Outbreak?,https://mp.weixin.qq.com/s/mgr1HMuPzQv2G9n5qD80jw,,,,https://archive.vn/NUJAl
289,non_fiction,2020-02-06,财经杂志/财经十一人,2020-01-27,不止有武汉：湖北疫区17城实录（下篇）,,More Than Wuhan: Reports From 17 Cities in Hubei Affected by the Epidemic (Part 2),https://mp.weixin.qq.com/s/goz_wgrE239Z_kqcZWe4vg,,,,https://archive.vn/D209R
286,non_fiction,2020-02-06,财经杂志/财经十一人,2020-01-24,武汉医疗系统应急：七家定点医院仓促改造，临时医院将开建,,Wuhan Medical System's Emergency Response: Seven Designated Hospitals Being Renovated in Haste; Temporary Hospitals to Be Opened,https://mp.weixin.qq.com/s/T07-8osVsnHpw5caup2Drw,,,,https://archive.vn/ae2HJ
253,non_fiction,2020-02-06,财新网,2020-01-28,超万名医生线上问诊 补充湖北医疗资源,,"Over 10,000 Doctors Providing Online Consultation to Supplement Medical Resources for Hubei",http://www.caixin.com/2020-01-28/101508924.html,,,,https://web.archive.org/web/20200202210802/http://www.caixin.com/2020-01-28/101508924.html
182,non_fiction,2020-02-06,南都周刊,2020-01-29,林俊杰、孙燕姿为疫情写歌：没有被禁锢的城，只有不离开的爱,,"Sun Junjie and Sun Yanzi Write Songs for the Epidemic Fight: No Locked-Down Cities, Only Inseparable Love ",https://mp.weixin.qq.com/s/7kA5-ZsZqiK_T1lVPTnyWQ,,,,https://archive.vn/hBcIM
181,non_fiction,2020-02-06,南都周刊,2020-01-29,封城下的“出行难题”和急需去医院的人们,,"""Travel Difficulties"" Under Lockdown and Those Who Must Visit Hospitals ",https://mp.weixin.qq.com/s/01doIwJFHoOfzZWiWUuPqQ,,,,https://archive.vn/vswV9
178,non_fiction,2020-02-06,南都周刊,2020-01-25,疫情风暴眼中的武汉居民生活,,Life of Wuhan Residents at the Epicenter of the Epidemic ,https://mp.weixin.qq.com/s/kwBENUa9-Y8YRU5AfUEp2Q,,,,https://archive.vn/m7eQB
177,non_fiction,2020-02-06,南都周刊,2020-01-25,医护人员住宿需求大，逾235家武汉酒店自发免费接待医护工作者,,"To Meet Medical Staff's Huge Demand for Accommodation, Over 235 Hotels in Wuhan Volunteer to Offer Free Living ",https://mp.weixin.qq.com/s/1VnblN_kMRVXqq-duvdqpg,,,,https://archive.vn/0BTtk
163,non_fiction,2020-02-06,南方周末/南方人物周刊,2020-02-01,湖北有很多鸡，怕撑不过正月十五了,,Large Number of Chickens in Hubei May Not Survive Past the Lantern Festival ,https://mp.weixin.qq.com/s/mpXkMWlsMTZw1hs8tiThKA,,,,https://archive.vn/aSBRo
158,non_fiction,2020-02-06,南方周末/南方人物周刊,2020-01-30,买票都实名制了，为何还借媒体找密切接触者？,,Purchasing Tickets Requires a Name. Why Do We Need the Media to Help Find Fellow Passengers?,https://mp.weixin.qq.com/s/wDJOGB5HGvHHavPvs8bInQ,,,,https://archive.vn/XSdY6
157,non_fiction,2020-02-06,南方周末/南方人物周刊,2020-01-30,那些志愿“以命相托”的武汉司机,,Volunteer Drivers in Wuhan Form Help Groups via Social Media and Risk Their Lives to Help Strangers ,https://mp.weixin.qq.com/s/2MVPC1kk1O7t99bZabyvWQ,,,,https://archive.vn/EO369
150,non_fiction,2020-02-06,南方周末/南方人物周刊,2020-01-28,武汉再造“小汤山”，当年的设计师叮嘱“保证安全是首位”,,"Another Xiaotangshan Is Being Built in Wuhan. Its Architect Stresses ""Safety as Priority""",https://mp.weixin.qq.com/s/ptfu9KG4taWQP157yuLA7w,,,,https://archive.is/0va8N
144,non_fiction,2020-02-06,南方周末/南方人物周刊,2020-01-26,武汉一线医护人员现在缺什么,,What Frontline Wuhan Medical Staff Urgently Need ,https://mp.weixin.qq.com/s/UxguDEWZmis84eil08B6qQ,,,,https://archive.vn/d5Bey
143,non_fiction,2020-02-06,南方周末/南方人物周刊,2020-01-26,迟到的农村防疫：1个鄂西村医，44名武汉返乡人，来不及测的体温,,"Belated Epidemic Prevention in Rural China: One Village Doctor in West Hubei, 44 Returnees From Wuhan, No Time for Temperature Check ",https://mp.weixin.qq.com/s/DplK_A7_Zdlbz--l6ez0_w,,,,https://archive.vn/PuVPT
138,non_fiction,2020-02-06,南方周末/南方人物周刊,2020-01-24,口罩每天产800万只，厂商疯狂加班生产,,"Producing 8 Million Masks, a Factory Runs on Overdrive ",https://mp.weixin.qq.com/s/pLJOk_83sCkqnyL9_nI6zA,,,,https://archive.vn/MmWNO
111,non_fiction,2020-02-06,人物/每日人物,2020-02-01,民间组织疯狂捐赠，为什么武汉的医院还缺物资？,,"The Public Donated a Lot, So Why Are Wuhan Hospitals Still Short on Medical Resources?",https://mp.weixin.qq.com/s/kwTrelshPSC6sedzK5yuhA,,,,https://archive.ph/POPa5
110,non_fiction,2020-02-06,人物/每日人物,2020-02-01,断药危机：封城封村之后的艾滋感染者,,Medicine Shortage Crisis: HIV Positive People in Quarantined Areas,https://mp.weixin.qq.com/s/usMxDjsw_AbiIklg4piLIQ,,,,https://archive.ph/ScKDy
106,non_fiction,2020-02-06,人物/每日人物,2020-01-30,送走奶奶和爸爸，武汉女孩的漫长一月,,"Grandma and Father Passed Away, a Long January for This Wuhan Girl",https://mp.weixin.qq.com/s/EdU3VMccPlyfSeRJbP7hfQ,,,,https://archive.ph/cLeJe
103,non_fiction,2020-02-06,人物/每日人物,2020-01-28,口罩为什么会短缺？,,Why a Shortage in Masks?,https://mp.weixin.qq.com/s/VxH2jtybFOBDNfAGMOTOuw,,,,https://archive.ph/LlkqG
100,non_fiction,2020-02-06,人物/每日人物,2020-01-25,黄冈，一个武汉周边城市的疫情防控样本,,Huanggang: A Sample of How a City Near Wuhan Prevents and Controls the Disease,https://mp.weixin.qq.com/s/RPeN7j0MNUyq8PwXL5-f6A,,,,https://archive.ph/epmWt
99,non_fiction,2020-02-06,人物/每日人物,2020-01-24,试剂盒供不应求，武汉新型冠状病毒肺炎确诊之难,,"Test Kit Supplies Don’t Meet Demand, the Difficulty Getting Diagnosed with 2019-nCoV",https://mp.weixin.qq.com/s/Jazc0sbrp8ozVScWm3ksfQ,,,,https://archive.is/D4Ct9
86,non_fiction,2020-02-06,三联生活周刊,2020-02-02,父亲被隔离6天后，17岁脑瘫少年的死亡,Death of a 17-year-old teenager with cerebral palsy after his father was quarantined for six days,,https://mp.weixin.qq.com/s/U_cBuM7CtPJKWAJFM10MiA,https://github.com/memoryhonest/nCovMemory-en/blob/master/docs/2020-02-02/death_of_a_17_year_old_teenager.md,,,https://archive.vn/IUmgZ
85,non_fiction,2020-02-06,三联生活周刊,2020-02-01,湖北与武汉红会，物资捐赠卡在了这里？,"On site | Hubei and Wuhan Red Cross Society, Donations Stuck Here?",Are Wuhan Red Cross and Hubei Red Cross Stopping Resource Donations?,https://mp.weixin.qq.com/s/CcP9ECRX80nCKvJxcRMDXw,https://github.com/memoryhonest/nCovMemory-en/blob/master/docs/2020-02-01/donations_stuck_here.md,,,https://archive.ph/J2aZR
84,non_fiction,2020-02-06,三联生活周刊,2020-02-01,有家难回：新冠肺炎制造的“北漂”,,Not Able to Return Home: “Beijing Drifters” Made by Novel Pneumonia ,https://mp.weixin.qq.com/s/iNLE576BAhJocqqT9CoGLg,,,,https://archive.ph/n5264
82,non_fiction,2020-02-06,三联生活周刊,2020-01-31,湖北即将断粮的3亿只鸡,300 Million Chickens Facing Feed Shortage in Hubei,,https://mp.weixin.qq.com/s/3p0wx4vwYeVefOPY2DmL2g,https://github.com/memoryhonest/nCovMemory-en/blob/master/docs/2020-01-31/chickens_facing_feed_shortage.md,,,https://archive.ph/CkJ8b
81,non_fiction,2020-02-06,三联生活周刊,2020-01-30,“返京潮”的挑战，北京准备好了么？,,Is Beijing Ready for the Tide of Returning Migrants?,https://mp.weixin.qq.com/s/HoAJyotAVQSHCphwPwTl_Q,,,,https://archive.ph/fHd5k
79,non_fiction,2020-02-06,三联生活周刊,2020-01-30,我守护在武汉金银潭的重症病房,,I Protect Them at the ICUs in Wuhan Jinyintan Hospital,https://mp.weixin.qq.com/s/tI0NB1Y9jUoBgddbEad9UQ,,,,https://archive.ph/O2Z8n
78,non_fiction,2020-02-06,三联生活周刊,2020-01-28,比“武汉加油”更实际的，是善待武汉人,,Something More Practical Than Saying “Wuhan Add Oil”: Treat Wuhan People With Kindness,https://mp.weixin.qq.com/s/tUiTDV-XWDOz7rkWQwgFgg,,,,https://archive.ph/DMKEj
77,non_fiction,2020-02-06,三联生活周刊,2020-01-28,武汉防疫：如何利用好现有资源？,Epidemic Prevention in Wuhan: How to Make Good Use of Available Resources?,Wuhan Disease Prevention: How to Better Utilize the Resources We Currently Have?,https://mp.weixin.qq.com/s/QQQwIguacVU-w4YjWVWphQ,https://github.com/memoryhonest/nCovMemory-en/blob/master/docs/2020-01-28/epidemic_prevention_in_wuhan.md,,,https://archive.ph/6BCnU
76,non_fiction,2020-02-06,三联生活周刊,2020-01-28,在武汉，有这样一支4000多人的爱心车队,,"In Wuhan, A Car Team With More Than 4000 Volunteers",https://mp.weixin.qq.com/s/AnXfMKhWMRa3XCNN0nfP-w,,,,https://archive.ph/NaHKy
75,non_fiction,2020-02-06,三联生活周刊,2020-01-27,武汉急诊一线医生口述：惟愿冬天早点过去,Verbal Account from Wuhan Frontline Emergency Doctor: May Spring Comes Soon,Verbal Account From a Wuhan Emergency Room Doctor: Hope the Winter Is Gone Soon,https://mp.weixin.qq.com/s/qHj8OB8YPdBSH_6pb60-6A,https://github.com/memoryhonest/nCovMemory-en/blob/master/docs/2020-01-27/may_spring_comes_soon.md,,,https://archive.ph/BbFU0
74,non_fiction,2020-02-06,三联生活周刊,2020-01-26,野味消费：病毒突变的“祸根”,,Consuming Wildlife: The Root of Virus Mutation,https://mp.weixin.qq.com/s/QkeE500Jgher5WRP1CWTIQ,,,,https://archive.ph/n2waS
67,non_fiction,2020-02-06,三联生活周刊,2020-01-22,武汉新型肺炎：为何直到今天才引起更大注意？,,Wuhan Novel Pneumonia: Why No Attention Until Now?,https://mp.weixin.qq.com/s/xuf8nn1OPOY51cyZMduQ-Q,,,,https://archive.ph/Dm0pv
46,non_fiction,2020-02-06,新京报,2020-01-30,他离华南海鲜市场仅10分钟车程，一份来自疫区核心的市民观察,,He’s Only a 10-Minute Drive From South China Seafood Market: A Resident’s Observation From the Center of the Epidemic ,https://mp.weixin.qq.com/s/U6SUB9gqdClKd1-jmSLxxQ,,,,https://archive.ph/wGxkM
43,non_fiction,2020-02-06,新京报,2020-01-29,小城肺炎防疫父女战：戴口罩小题大做，怕被认出来“丢人”,,A Fight Between Father and Daughter in a Small Town’s Epidemic Prevention Battle: Afraid of “Losing Face” for Wearing Masks ,https://mp.weixin.qq.com/s/kgc08lqpBEEyVyz1qI8w1Q,,,,https://archive.ph/iqq4p
41,non_fiction,2020-02-06,新京报,2020-01-27,武汉之外湖北多地医用物资告急：口罩最缺，根本买不到,,Urgent Medical Supplies Shortage in Hubei Outside Wuhan: Among Them Masks Are Scarcest,https://mp.weixin.qq.com/s/RKnxbAn95LLyucx1Ms-FOQ,,,,https://archive.ph/SM6E3
40,non_fiction,2020-02-06,新京报,2020-01-23,直面新型肺炎，“刀尖上”的医护人员,,"Facing 2019-nCoV, the Medical Staff “on the Tip of the Knife” ",https://mp.weixin.qq.com/s/A6J-kpsOfdrB0z9gcYoffg,,,,https://archive.ph/gk621
39,non_fiction,2020-02-06,新京报,2020-01-23,新型肺炎阴影下，迅速应对的香港,,Hong Kong Responds Quickly as 2019-nCoV Looms ,https://mp.weixin.qq.com/s/ItZEUJcvppAnlcVYQUPV5Q,,,,https://archive.ph/FYrsn
23,non_fiction,2020-02-06,在人间living,2020-02-02,疫情中一夜长大的少年,,The Teenager Who Grows Up Overnight Amid Epidemic,https://mp.weixin.qq.com/s/9Li-0f3IjRsWVr6rwcT37A,,,,https://archive.ph/V5GvI
22,non_fiction,2020-02-06,在人间living,2020-01-31,武汉：一条与肺炎赛跑的餐饮供应链,,A Food Supply Chain in Wuhan That Is Racing Against Pneumonia,https://mp.weixin.qq.com/s/__CNpvaXb7EoVPT0vSOjdg,,,,https://archive.ph/YJGiY
20,non_fiction,2020-02-06,在人间living,2020-01-29,寻药的武汉护士: 虽然怕，但我们愿意守护这座城,,"Wuhan Nurse Searches for Medicine: We Are Scared, but We Want to Protect the City",https://mp.weixin.qq.com/s/Xl-uXGHEYUC-FBkLoaIJuw,,,,https://archive.ph/WEmhA
19,non_fiction,2020-02-06,在人间living,2020-01-28,一个武汉隔离病房护士的自述,,Verbal Account From a Quarantine Room Nurse at a Wuhan Hospital,https://mp.weixin.qq.com/s/WZ3sotusU6FX-eXcN5MrnA,,,,https://archive.ph/OL2w7
18,non_fiction,2020-02-06,在人间living,2020-01-28,妈妈在武汉隔离病房去世,,My Mother Passed Away in Hospital’s Quarantine Room,https://mp.weixin.qq.com/s/1j1slHd58tG-h2DQ_Rp0fA,,,,https://archive.ph/mXk7J
17,non_fiction,2020-02-06,在人间living,2020-01-27,父亲双肺感染严重，然而一床难求,,"Father’s Lungs Are Seriously Infected, but We Can’t Get a Bed in a Hospital",https://mp.weixin.qq.com/s/_jOl6mDa-BzCknUwGLaj3Q,,,,https://archive.ph/DxXxE
10,non_fiction,2020-02-06,GQ报道,2020-02-01,武汉封城后的宠物营救计划：人类犯错的后果，不该由它们承担,,Pet Rescue Project in Quarantined Wuhan: Animals Shouldn’t Bear the Consequences of Human’s Fault,https://mp.weixin.qq.com/s/Z8b1ULpnAQwIOzyZmA7xHA,,,,https://archive.ph/ffrKU
9,non_fiction,2020-02-06,GQ报道,2020-02-01,鸡在瘟疫蔓延时,,Chickens Amid the Spread of an Epidemic,https://mp.weixin.qq.com/s/yJ2ygq2NrMAhTFWYZsC3QA,,,,https://archive.ph/ykEub
8,non_fiction,2020-02-06,GQ报道,2020-01-31,疫情中的心理援助：寻找局部的安全,,Mental Help During Epidemic: Search for Partial Sense of Security,https://mp.weixin.qq.com/s/s3uvlWVUJ5ySuTvDlu_TxA,,,,https://archive.ph/6BZ3r
6,non_fiction,2020-02-06,GQ报道,2020-01-30,恐慌很正常，当疫情结束，才是心理问题高发期,,"Fear Is Normal, the Peak of Mental Issues Will Be After Epidemic",https://mp.weixin.qq.com/s/3Ox4w365hKqDU-_MAZJmbg,,,,https://archive.ph/WVjSQ
5,non_fiction,2020-02-06,GQ报道,2020-01-29,孝感前线医生：武汉更难，我们下面不好意思提要求,,"Doctors in Xiaogan at Front Line: It’s More Difficult in Wuhan, We Lower-Level Cities Are Too Shy to Make Requests ",https://mp.weixin.qq.com/s/uGaFeqrqmLBQe5qdRSTeSQ,,,,https://archive.ph/MnZrn
1,non_fiction,2020-02-06,GQ报道,2020-01-27,10000个临时发往武汉的口罩,,10 Thousand Masks Sent to Wuhan,https://mp.weixin.qq.com/s/p-uPky_zB6XKcAetthqkKg,,,,https://archive.ph/9s1ug
